"id","is_iceberg"
"5941774d",0.197906929322966
"4023181e",0.0918402307980666
"b20200e4",2.22044604925031e-16
"e7f018bb",0.726292928459233
"4371c8c3",0.100093492145969
"a8d9b1fd",6.26608211364972e-06
"29e7727e",0.0710460697416311
"92a51ffb",0.930668682181114
"c769ac97",0.319922432377434
"aee0547d",0.07872292026561
"565b28ac",0.0708254032944257
"e04e9775",0.403851359120301
"8e8161d1",0.0253178328820655
"4cf4d256",0.550618202566056
"139e5324",0.000570796991623685
"f156976f",0.0196059964393744
"68a117cc",0.0187823116297649
"d9aa7a56",1.07601633543105e-05
"9005b143",0.000509193374398982
"5f6d3988",0.799348709470165
"9ad70954",0.00856788134085231
"b9087b9e",0.538045935385105
"a39a1427",0.000294775610848613
"82fbe8ed",0.317337391099131
"1fae4879",0.00956616292393417
"6dd8f13d",6.03558659669075e-05
"bbad5958",0.17771901400727
"54527583",0.000716639202121294
"be8fa29c",0.222576490811963
"81a3328f",0.859198098729127
"1a3c0ab3",3.38777354007803e-13
"4deeeb8b",0.0183381972184457
"ac6d5632",0.000986388680901907
"472dadb5",1.24665900870936e-05
"96093f95",0.80313729411113
"f5b4e3df",0.225705893022991
"e01a3c92",0.122058838734148
"001680af",0.0186297995618473
"8e639f33",0.79356289268832
"a2c16612",0.812073668459251
"a6d76474",1.64983776017678e-07
"19c47684",0.000103315930333146
"015827b6",0.0033932033884619
"7df7f7ce",3.62871971624308e-05
"0bbf1a3f",0.00254163671352531
"636cfbb7",0.568430223539685
"7370030a",0.960222179027533
"43aa97ad",6.79777868325869e-10
"ba2b5e63",0.833898201064443
"dfdd335b",0.000174406870681156
"e79b13dc",1.20652772230078e-06
"dc32b195",2.65597427410293e-05
"6d868590",0.832673790723052
"75fa59aa",0.00300786219820398
"ffe50836",4.40649799459321e-10
"a7bfd784",0.948589162494658
"b3d569e3",0.195752685868669
"6c538c5b",0.190284989393178
"5c7c15f4",2.48044424712675e-13
"0b745139",8.05718365615708e-05
"fd14608e",0.00827287817189327
"f0bc8305",5.59477176488544e-06
"a10ccb28",0.629500169569425
"543304c7",0.234825190065393
"6c3a4078",0.0137930814871345
"9b73cc75",0.000300884083311999
"5c6c71b1",0.337468134214801
"09ee9186",1.67723308930796e-05
"207c35cf",0.0108052029551831
"153c813e",1.82844678661615e-09
"5605d58b",0.00083601812536257
"642ca396",0.0517731555094998
"d32d72c0",0.0748805701189612
"16646a17",0.900987051712194
"384074af",7.74287419106753e-09
"69bf1e8c",0.531614174816361
"9e90a054",0.000474655423469438
"89dbe7f7",0.961792106388981
"dbd27d22",4.65711048875403e-05
"a2ea1561",0.0219824116108995
"d63402af",0.000873389080685495
"1ac8bb92",0.940441051488733
"8beffca5",5.8801516927841e-05
"46741f3e",1.32770597869033e-07
"e5ee6aa7",0.000147255089507977
"5ecd892b",0.670394295620477
"69892166",0.0254531650518098
"2f725a81",0.1596569034308
"810abfe4",1.44329829852923e-09
"e6f973e6",0.0216409760786523
"c60a5c46",0.000554443746682456
"c42b9e08",0.324786181215256
"c3f00c23",3.31854585135761e-12
"5307fdb8",0.993629935761269
"3e4f005e",0.0231323769588948
"4a4cc2e0",0.816626284415622
"9bdd88d1",0.811658960578356
"0d832bed",0.104587355365865
"14a134fa",2.69474354127715e-08
"78a41676",1.5914840309967e-09
"0bd4658e",0.0197033941509632
"4a311bb0",0.000404606092763518
"f939c817",8.39617344347256e-07
"956adc4d",0.854292696200928
"f8a119f5",0.595399665298604
"61faa1ad",0.000173463489221072
"6725eb3e",5.39211880451363e-05
"17b3a8fd",2.03838750009818e-06
"49a88dfc",1.94337407414564e-09
"2d6ec645",0.00973098132069956
"0d4d77ba",0.0362186586090323
"3ee672a2",0.80943007989998
"738b41fd",0.086492802529167
"f7fb320d",0.0179743865603244
"b42fad18",0.00252151106664943
"4ab8b00a",0.0264193967881007
"f7870f2b",0.184547910156416
"4978666a",0.00277632200243812
"f1b0d6c7",0.00277161079824765
"5642407f",0.00257978036171881
"36d4ff92",0.962011301406939
"4139aba2",0.0539078941014211
"7585ce58",0.0135894592764144
"33e25984",0.963908626897804
"ac46f3c9",0.00549162729992856
"fc34a5b8",0.773809279805652
"85c36a8f",0.000280452756225542
"b2d8a426",0.0137751866271963
"13ec60d1",0.525116921152671
"9d440f42",2.59654172614231e-05
"1c0a891e",0.300864956756662
"981c3bc3",0.0523690425000717
"295604f4",0.0813266216831169
"16ca16c3",0.00111747082810286
"b4dda837",0.120721126758609
"88d088ef",0.0424202008303591
"1b4fa160",1.6510408431042e-06
"f371bd82",8.32705291532239e-08
"b130a0b7",0.81465090490381
"ebf1de82",0.00126106627306316
"01e651c3",0.000718622828357091
"51b1fecc",9.06939491952238e-06
"fa635a31",7.11952014269252e-08
"97b7d789",0.0128500694505844
"2f598053",0.000898056871121607
"c0e3e148",0.0123810063970823
"cfa175a8",0.296724877791804
"3d7e09d8",0.824880145173215
"44a13d1b",0.665614023289087
"c66b0948",0.0721719975761417
"976a6d64",0.0911619887471889
"8bbd8909",0.0091574832374592
"522890fd",0.0370050609333827
"f23a3b95",0.0902917232290171
"680039dc",0.0956540886982977
"93028e53",5.73031155661352e-05
"22a16932",1.36209782338469e-05
"7d8126d2",0.0435794246156061
"ba2ecd75",0.239561081934043
"8071bdd7",0.249859992681911
"96d5aeee",0.000987610917203408
"154be68f",0.815763704731111
"d8c2bfe2",0.924392433802752
"f76d47b0",0.00991156841235029
"0e781ade",6.96514659553407e-13
"13cf6060",7.26276869568899e-06
"cd99f710",0.00198088574856847
"d10005bb",2.15222731823688e-05
"3a31445f",0.605741971779869
"3157202d",0.000123608398066319
"6ee64703",3.44226891975482e-06
"e5de8685",0.223303318536736
"02cc70ba",0.00221180385231459
"50984a87",0.853790870731615
"fa94957a",0.963306661586062
"eab406b4",0.913963851641866
"3ad39398",0.537610209092884
"9ecf3802",0.00011029284885243
"6048ae7b",0.0161974784261237
"9dc68871",0.00465671598555776
"13701465",0.375217360815896
"8d8779f3",2.16887496624445e-09
"0712f269",0.0153740649180572
"722c2597",0.11382167658164
"478a2b08",0.016997130327424
"38f5fb41",0.00137598333603611
"c52ad74d",0.686131109718994
"0c85fd09",0.000382345561440272
"f1582cba",0.790499057491673
"ff836697",0.696492273560097
"ddfe4802",0.000793173974976675
"3cef3bc7",0.924162029550312
"6a21542b",0.00291025133941648
"150e23c4",0.835642523145103
"078c6d99",0.869781334166393
"1dcd1dc3",7.08773175699119e-12
"39967e45",0.0151021053268087
"6b6333aa",2.22044604925031e-16
"4ae61433",0.0282026968757387
"f96362e0",0.217979726842622
